case_id,activity,timestamp,resource,channel,region,issue_type
ORD-02208,Picking,2025-05-01 14:22:47.131892,Store_Staff,ClickCollect,North,DUPLICATE_EVENT
ORD-02208,Ready for Collection,2025-05-01 15:55:03.503739,StoreSystem,ClickCollect,North,DUPLICATE_EVENT
ORD-02208,Collected by Customer,2025-05-01 15:57:41.848920,,ClickCollect,North,NULL_RESOURCE
ORD-02210,Payment Confirmed,,PaymentGateway,Online,Online,MISSING_TIMESTAMP
ORD-02212,Order Placed,2025-03-09 10:28:00.000000,,Online,North,NULL_RESOURCE
ORD-02221,Store Assignment,2027-06-01 00:00:00.000000,StoreSystem,ClickCollect,East,FUTURE_TIMESTAMP
ORD-02231,Delivery Confirmed,2027-06-01 00:00:00.000000,Carrier,Online,South,FUTURE_TIMESTAMP
ORD-02233,Picking,,,Online,Online,NULL_RESOURCE
ORD-02238,SAP Booking,2025-10-10 07:28:41.236055,,Online,North,NULL_RESOURCE
ORD-02241,Collected by Customer,,POS_Terminal,ClickCollect,North,MISSING_TIMESTAMP
ORD-02246,Order Placed,2025-05-20 14:37:00.000000,Marketplace_API,Marketplace,South,DUPLICATE_EVENT
ORD-02246,Marketplace Sync,2025-05-20 14:38:03.337913,SAP_EWM,Marketplace,South,DUPLICATE_EVENT
ORD-02246,Payment Confirmed,2025-05-20 14:55:22.977010,PaymentGateway,Marketplace,South,DUPLICATE_EVENT
ORD-02246,SAP Booking,2025-05-20 14:56:53.709225,SAP_EWM,Marketplace,South,DUPLICATE_EVENT
ORD-02246,Picking,2025-05-20 15:13:42.433231,Warehouse_Staff,Marketplace,South,DUPLICATE_EVENT
ORD-02246,Packing,2025-05-20 15:57:51.191212,Warehouse_Staff,Marketplace,South,DUPLICATE_EVENT
ORD-02246,Dispatch,2025-05-20 16:32:38.668622,Logistics,Marketplace,South,DUPLICATE_EVENT
ORD-02246,Delivery Confirmed,2025-05-20 16:45:05.006960,Carrier,Marketplace,South,DUPLICATE_EVENT
ORD-02246,Warehouse Assignment,,WMS,Marketplace,South,MISSING_TIMESTAMP
ORD-02246,Warehouse Assignment,,WMS,Marketplace,South,DUPLICATE_EVENT
ORD-02249,Order Placed,2025-07-24 20:01:00.000000,,Online,West,NULL_RESOURCE
ORD-02249,Picking,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-02260,Packing,2027-06-01 00:00:00.000000,Warehouse_Staff,Marketplace,South,FUTURE_TIMESTAMP
ORD-02260,Marketplace Sync,,SAP_EWM,Marketplace,South,MISSING_TIMESTAMP
ORD-02263,Payment Confirmed,2027-06-01 00:00:00.000000,PaymentGateway,Online,North,FUTURE_TIMESTAMP
ORD-02273,Order Placed,,Website,ClickCollect,North,MISSING_TIMESTAMP
ORD-02290,Collected by Customer,,POS_Terminal,ClickCollect,East,MISSING_TIMESTAMP
ORD-02296,Delivery Confirmed,2025-12-13 14:13:58.967832,,Online,South,NULL_RESOURCE
ORD-02297,Store Assignment,2025-03-07 16:17:37.183670,,ClickCollect,North,NULL_RESOURCE
ORD-02298,Warehouse Assignment,,WMS,Online,East,MISSING_TIMESTAMP
ORD-02298,Picking,,Warehouse_Staff,Online,East,MISSING_TIMESTAMP
ORD-02299,SAP Booking,,SAP_EWM,ClickCollect,South,MISSING_TIMESTAMP
ORD-02304,SAP Booking,,SAP_EWM,Online,West,MISSING_TIMESTAMP
ORD-02306,Collected by Customer,2025-11-23 11:23:19.508887,,ClickCollect,East,NULL_RESOURCE
ORD-02307,Dispatch,,Logistics,Online,South,MISSING_TIMESTAMP
ORD-02309,Dispatch,,Logistics,Online,South,MISSING_TIMESTAMP
ORD-02310,SAP Booking,2025-12-11 18:41:44.487425,,Marketplace,Online,NULL_RESOURCE
ORD-02311,SAP Booking,2025-02-22 18:20:19.918043,,Marketplace,South,NULL_RESOURCE
ORD-02313,Warehouse Assignment,,WMS,Online,South,MISSING_TIMESTAMP
ORD-02315,Payment Confirmed,2025-06-11 06:51:30.123049,,Online,East,NULL_RESOURCE
ORD-02318,SAP Booking,,SAP_EWM,Online,West,MISSING_TIMESTAMP
ORD-02320,Dispatch,,Logistics,Online,East,MISSING_TIMESTAMP
ORD-02321,Order Placed,,Marketplace_API,Marketplace,West,MISSING_TIMESTAMP
ORD-02321,SAP Booking,,SAP_EWM,Marketplace,West,MISSING_TIMESTAMP
ORD-02335,Order Placed,,Website,ClickCollect,Online,MISSING_TIMESTAMP
ORD-02339,Delivery Confirmed,,Carrier,Online,West,MISSING_TIMESTAMP
ORD-02340,Order Placed,,Website,Online,Online,MISSING_TIMESTAMP
ORD-02343,Delivery Confirmed,,Carrier,Marketplace,Online,MISSING_TIMESTAMP
ORD-02344,Delivery Confirmed,,Carrier,Online,West,MISSING_TIMESTAMP
ORD-02345,SAP Booking,,SAP_EWM,ClickCollect,North,MISSING_TIMESTAMP
ORD-02346,Picking,,Store_Staff,ClickCollect,South,MISSING_TIMESTAMP
ORD-02353,Picking,2025-09-26 13:13:31.105348,,Online,East,NULL_RESOURCE
ORD-02353,Order Placed,,Website,Online,East,MISSING_TIMESTAMP
ORD-02357,Order Placed,2025-05-20 17:14:00.000000,,Marketplace,North,NULL_RESOURCE
ORD-02363,Dispatch,2027-06-01 00:00:00.000000,Logistics,Online,South,FUTURE_TIMESTAMP
ORD-02364,Order Placed,2025-05-25 11:47:00.000000,,Marketplace,East,NULL_RESOURCE
ORD-02364,Packing,,Warehouse_Staff,Marketplace,East,MISSING_TIMESTAMP
ORD-02369,Picking,2025-02-19 21:06:05.460529,,Online,Online,NULL_RESOURCE
ORD-02369,Packing,2025-02-19 22:23:17.516925,,Online,Online,NULL_RESOURCE
ORD-02370,Warehouse Assignment,,WMS,Online,Online,MISSING_TIMESTAMP
ORD-02372,Collected by Customer,,POS_Terminal,ClickCollect,West,MISSING_TIMESTAMP
ORD-02373,Payment Confirmed,,PaymentGateway,Online,West,MISSING_TIMESTAMP
ORD-02381,Warehouse Assignment,,WMS,Online,West,MISSING_TIMESTAMP
ORD-02382,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,East,FUTURE_TIMESTAMP
ORD-02382,Payment Confirmed,,PaymentGateway,Online,East,MISSING_TIMESTAMP
ORD-02384,Packing,,Warehouse_Staff,Marketplace,South,MISSING_TIMESTAMP
ORD-02388,Order Placed,2025-05-15 10:30:00.000000,,Online,East,NULL_RESOURCE
ORD-02389,Ready for Collection,,StoreSystem,ClickCollect,East,MISSING_TIMESTAMP
ORD-02390,Warehouse Assignment,,WMS,Online,Online,MISSING_TIMESTAMP
ORD-02394,Packing,,Warehouse_Staff,Online,East,MISSING_TIMESTAMP
ORD-02395,Order Placed,2025-12-21 07:36:00.000000,,Online,North,NULL_RESOURCE
ORD-02398,Packing,,Warehouse_Staff,Online,South,MISSING_TIMESTAMP
ORD-02401,SAP Booking,,SAP_EWM,Marketplace,East,MISSING_TIMESTAMP
ORD-02403,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,South,FUTURE_TIMESTAMP
ORD-02403,Order Placed,,Website,Online,South,MISSING_TIMESTAMP
ORD-02406,SAP Booking,2025-04-12 08:25:13.930103,,Online,East,NULL_RESOURCE
ORD-02406,Picking,2025-04-12 08:34:52.263890,,Online,East,NULL_RESOURCE
ORD-02409,Picking,2025-02-16 06:45:48.059077,,ClickCollect,Online,NULL_RESOURCE
ORD-02410,Picking,,Store_Staff,ClickCollect,North,MISSING_TIMESTAMP
ORD-02413,Packing,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-02413,Dispatch,,Logistics,Online,North,MISSING_TIMESTAMP
ORD-02418,Store Assignment,,StoreSystem,ClickCollect,East,MISSING_TIMESTAMP
ORD-02429,Packing,2025-07-06 11:51:33.310214,,Online,North,NULL_RESOURCE
ORD-02436,Picking,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-02437,Dispatch,,Logistics,Online,South,MISSING_TIMESTAMP
ORD-02441,Order Placed,2025-08-27 07:00:00.000000,,ClickCollect,South,NULL_RESOURCE
ORD-02447,Marketplace Sync,,SAP_EWM,Marketplace,West,MISSING_TIMESTAMP
ORD-02456,Payment Confirmed,,PaymentGateway,ClickCollect,East,MISSING_TIMESTAMP
ORD-02459,Payment Confirmed,,PaymentGateway,ClickCollect,East,MISSING_TIMESTAMP
ORD-02459,Picking,,Store_Staff,ClickCollect,East,MISSING_TIMESTAMP
ORD-02461,SAP Booking,2025-02-12 20:47:06.350116,,Online,South,NULL_RESOURCE
ORD-02462,Picking,,Store_Staff,ClickCollect,North,MISSING_TIMESTAMP
ORD-02463,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,East,FUTURE_TIMESTAMP
ORD-02464,SAP Booking,,SAP_EWM,Online,Online,MISSING_TIMESTAMP
ORD-02471,SAP Booking,2025-02-12 20:19:27.423836,,Online,West,NULL_RESOURCE
ORD-02471,Payment Confirmed,,PaymentGateway,Online,West,MISSING_TIMESTAMP
ORD-02480,Dispatch,,Logistics,Online,Online,MISSING_TIMESTAMP
ORD-02481,Delivery Confirmed,2025-04-08 12:20:02.906870,,Marketplace,East,NULL_RESOURCE
ORD-02489,Picking,,Store_Staff,ClickCollect,South,MISSING_TIMESTAMP
ORD-02491,Order Placed,,Website,Online,South,MISSING_TIMESTAMP
ORD-02494,Payment Confirmed,,PaymentGateway,Online,East,MISSING_TIMESTAMP
ORD-02496,Payment Confirmed,,PaymentGateway,Marketplace,North,MISSING_TIMESTAMP
ORD-02502,Delivery Confirmed,,Carrier,Online,East,MISSING_TIMESTAMP
ORD-02506,Picking,,Store_Staff,ClickCollect,South,MISSING_TIMESTAMP
ORD-02510,SAP Booking,2025-09-13 18:54:31.677450,,Online,North,NULL_RESOURCE
ORD-02511,Order Placed,,Marketplace_API,Marketplace,North,MISSING_TIMESTAMP
ORD-02512,Payment Confirmed,2025-07-30 13:36:15.685783,,Online,North,NULL_RESOURCE
ORD-02514,Payment Confirmed,,PaymentGateway,Online,Online,MISSING_TIMESTAMP
ORD-02516,Payment Confirmed,,PaymentGateway,Online,North,MISSING_TIMESTAMP
ORD-02519,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,ClickCollect,West,FUTURE_TIMESTAMP
ORD-02520,Ready for Collection,,StoreSystem,ClickCollect,North,MISSING_TIMESTAMP
ORD-02522,Delivery Confirmed,,Carrier,Online,South,MISSING_TIMESTAMP
ORD-02523,Payment Confirmed,2025-05-04 20:21:31.717660,,Online,East,NULL_RESOURCE
ORD-02524,Payment Confirmed,2025-03-12 16:09:00.915703,,Online,West,NULL_RESOURCE
ORD-02524,Delivery Confirmed,2025-03-12 17:13:41.603600,,Online,West,NULL_RESOURCE
ORD-02527,Packing,2025-02-25 18:13:56.018450,,Online,West,NULL_RESOURCE
ORD-02527,Dispatch,,Logistics,Online,West,MISSING_TIMESTAMP
ORD-02531,Collected by Customer,2027-06-01 00:00:00.000000,POS_Terminal,ClickCollect,East,FUTURE_TIMESTAMP
ORD-02533,Picking,2027-06-01 00:00:00.000000,Warehouse_Staff,Online,West,FUTURE_TIMESTAMP
ORD-02546,Store Assignment,,StoreSystem,ClickCollect,South,MISSING_TIMESTAMP
ORD-02552,Warehouse Assignment,,WMS,Online,West,MISSING_TIMESTAMP
ORD-02555,Order Placed,2025-11-30 14:48:00.000000,,Online,South,NULL_RESOURCE
ORD-02563,SAP Booking,,SAP_EWM,ClickCollect,West,MISSING_TIMESTAMP
ORD-02574,Delivery Confirmed,2025-05-10 03:50:43.550833,,Online,West,NULL_RESOURCE
ORD-02574,Picking,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-02579,Picking,2025-07-25 17:32:00.881657,,Online,North,NULL_RESOURCE
ORD-02582,Picking,2027-06-01 00:00:00.000000,Store_Staff,ClickCollect,East,FUTURE_TIMESTAMP
ORD-02585,SAP Booking,2025-03-09 21:58:38.181419,,ClickCollect,North,NULL_RESOURCE
ORD-02587,Dispatch,,Logistics,Online,East,MISSING_TIMESTAMP
ORD-02592,Packing,2025-11-19 15:26:32.546165,,Marketplace,West,NULL_RESOURCE
ORD-02599,Dispatch,,Logistics,Online,South,MISSING_TIMESTAMP
ORD-02600,Picking,2025-08-17 16:58:08.191076,,ClickCollect,Online,NULL_RESOURCE
ORD-02602,Order Placed,,Website,ClickCollect,West,MISSING_TIMESTAMP
ORD-02603,Picking,2025-09-28 16:12:50.810607,,ClickCollect,West,NULL_RESOURCE
ORD-02604,Order Placed,2025-09-21 17:06:00.000000,,Marketplace,North,NULL_RESOURCE
ORD-02606,SAP Booking,2025-06-16 09:17:55.156494,,Marketplace,South,NULL_RESOURCE
ORD-02610,Warehouse Assignment,,WMS,Marketplace,East,MISSING_TIMESTAMP
ORD-02612,Ready for Collection,2025-10-20 23:46:33.184031,,ClickCollect,South,NULL_RESOURCE
ORD-02619,Delivery Confirmed,2025-03-23 07:26:14.463656,,Online,South,NULL_RESOURCE
ORD-02622,Payment Confirmed,2025-12-20 09:45:59.583247,,Online,North,NULL_RESOURCE
ORD-02622,Picking,2025-12-20 10:07:15.593921,,Online,North,NULL_RESOURCE
ORD-02626,Dispatch,2025-05-16 08:50:46.776707,Store_Staff,ClickCollect,South,WRONG_SEQUENCE
ORD-02627,Marketplace Sync,,SAP_EWM,Marketplace,North,MISSING_TIMESTAMP
ORD-02629,Order Placed,2025-06-20 12:32:00.000000,Website,Online,North,DUPLICATE_EVENT
ORD-02629,Payment Confirmed,2025-06-20 12:34:46.186121,PaymentGateway,Online,North,DUPLICATE_EVENT
ORD-02629,SAP Booking,2025-06-20 12:36:06.500326,SAP_EWM,Online,North,DUPLICATE_EVENT
ORD-02629,Warehouse Assignment,2025-06-20 12:45:31.954414,WMS,Online,North,DUPLICATE_EVENT
ORD-02629,Picking,2025-06-20 12:52:12.651326,Warehouse_Staff,Online,North,DUPLICATE_EVENT
ORD-02629,Packing,2025-06-20 13:24:09.306095,Warehouse_Staff,Online,North,DUPLICATE_EVENT
ORD-02629,Dispatch,2025-06-20 13:35:22.738669,Logistics,Online,North,DUPLICATE_EVENT
ORD-02629,Delivery Confirmed,2025-06-20 13:48:58.773738,Carrier,Online,North,DUPLICATE_EVENT
ORD-02630,Store Assignment,,StoreSystem,ClickCollect,East,MISSING_TIMESTAMP
ORD-02634,Payment Confirmed,2027-06-01 00:00:00.000000,PaymentGateway,Online,East,FUTURE_TIMESTAMP
ORD-02634,Picking,,Warehouse_Staff,Online,East,MISSING_TIMESTAMP
ORD-02636,Ready for Collection,2025-10-04 19:39:42.648410,,ClickCollect,East,NULL_RESOURCE
ORD-02640,Order Placed,,Website,Online,South,MISSING_TIMESTAMP
ORD-02640,Dispatch,,Logistics,Online,South,MISSING_TIMESTAMP
ORD-02646,SAP Booking,2025-12-20 12:22:18.537174,,Online,West,NULL_RESOURCE
ORD-02647,Payment Confirmed,,PaymentGateway,Online,East,MISSING_TIMESTAMP
ORD-02650,Payment Confirmed,,PaymentGateway,ClickCollect,South,MISSING_TIMESTAMP
ORD-02650,Ready for Collection,,StoreSystem,ClickCollect,South,MISSING_TIMESTAMP
ORD-02651,Order Placed,,Website,ClickCollect,Online,MISSING_TIMESTAMP
ORD-02651,SAP Booking,,SAP_EWM,ClickCollect,Online,MISSING_TIMESTAMP
ORD-02657,Order Placed,2027-06-01 00:00:00.000000,Website,ClickCollect,South,FUTURE_TIMESTAMP
ORD-02659,Payment Confirmed,,PaymentGateway,ClickCollect,West,MISSING_TIMESTAMP
ORD-02668,Packing,2025-06-15 22:55:12.880068,,Marketplace,East,NULL_RESOURCE
ORD-02669,Delivery Confirmed,2025-05-29 22:00:30.662403,,Online,Online,NULL_RESOURCE
ORD-02669,Picking,,Warehouse_Staff,Online,Online,MISSING_TIMESTAMP
ORD-02671,Dispatch,2025-11-12 08:08:00.633505,,Online,Online,NULL_RESOURCE
ORD-02671,Delivery Confirmed,2025-11-12 08:14:21.342122,,Online,Online,NULL_RESOURCE
ORD-02672,Warehouse Assignment,,WMS,Online,South,MISSING_TIMESTAMP
ORD-02673,Order Placed,2025-12-28 13:21:00.000000,,Marketplace,West,NULL_RESOURCE
ORD-02694,Delivery Confirmed,2025-04-06 11:34:59.804505,,Online,South,NULL_RESOURCE
ORD-02695,Dispatch,,Logistics,Online,Online,MISSING_TIMESTAMP
ORD-02700,Packing,,Warehouse_Staff,Online,East,MISSING_TIMESTAMP
ORD-02704,Delivery Confirmed,,Carrier,Online,Online,MISSING_TIMESTAMP
ORD-02712,Order Placed,2025-12-29 08:44:00.000000,,Online,North,NULL_RESOURCE
ORD-02714,Dispatch,2025-07-29 09:09:50.651463,,Online,South,NULL_RESOURCE
ORD-02721,Warehouse Assignment,2025-02-06 08:15:46.331120,,Online,North,NULL_RESOURCE
ORD-02722,Picking,2025-07-25 14:10:02.648754,,Online,South,NULL_RESOURCE
ORD-02732,Packing,,Warehouse_Staff,Online,West,MISSING_TIMESTAMP
ORD-02734,Packing,2025-01-25 11:26:01.783609,,Marketplace,Online,NULL_RESOURCE
ORD-02734,Order Placed,,Marketplace_API,Marketplace,Online,MISSING_TIMESTAMP
ORD-02736,Packing,2025-02-04 14:26:20.938477,,Online,South,NULL_RESOURCE
ORD-02741,Order Placed,2025-03-04 10:11:00.000000,,Online,South,NULL_RESOURCE
ORD-02742,Dispatch,2025-04-05 18:40:45.678793,,Online,West,NULL_RESOURCE
ORD-02744,Dispatch,2025-11-10 07:45:47.434281,,Online,East,NULL_RESOURCE
ORD-02749,Order Placed,2025-11-20 08:27:00.000000,,Online,North,NULL_RESOURCE
ORD-02749,Picking,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-02751,Packing,2025-08-21 19:28:51.402071,,Online,East,NULL_RESOURCE
ORD-02755,Dispatch,,Logistics,Online,North,MISSING_TIMESTAMP
ORD-02761,Dispatch,,Logistics,Marketplace,Online,MISSING_TIMESTAMP
ORD-02772,Store Assignment,,StoreSystem,ClickCollect,South,MISSING_TIMESTAMP
ORD-02777,Picking,,Warehouse_Staff,Online,South,MISSING_TIMESTAMP
ORD-02777,Delivery Confirmed,,Carrier,Online,South,MISSING_TIMESTAMP
ORD-02778,Dispatch,,Logistics,Marketplace,West,MISSING_TIMESTAMP
ORD-02785,Picking,2025-08-17 18:13:55.147853,,Marketplace,East,NULL_RESOURCE
ORD-02785,Marketplace Sync,,SAP_EWM,Marketplace,East,MISSING_TIMESTAMP
ORD-02791,Warehouse Assignment,2025-10-22 08:45:07.714242,,Marketplace,South,NULL_RESOURCE
ORD-02796,Collected by Customer,2025-10-13 19:46:50.615229,,ClickCollect,West,NULL_RESOURCE
ORD-02797,SAP Booking,2025-01-05 17:15:14.682184,,Online,West,NULL_RESOURCE
ORD-02799,Payment Confirmed,,PaymentGateway,ClickCollect,East,MISSING_TIMESTAMP
ORD-02802,Collected by Customer,,POS_Terminal,ClickCollect,South,MISSING_TIMESTAMP
ORD-02803,Order Placed,2025-12-20 09:10:00.000000,,Online,Online,NULL_RESOURCE
ORD-02813,Delivery Confirmed,,Carrier,Marketplace,West,MISSING_TIMESTAMP
ORD-02814,Picking,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-02820,Collected by Customer,,POS_Terminal,ClickCollect,South,MISSING_TIMESTAMP
ORD-02822,Ready for Collection,2025-03-30 20:01:03.514233,,ClickCollect,Online,NULL_RESOURCE
ORD-02823,Warehouse Assignment,,WMS,Marketplace,East,MISSING_TIMESTAMP
ORD-02825,SAP Booking,2025-09-29 13:43:12.178373,,ClickCollect,South,NULL_RESOURCE
ORD-02830,Dispatch,2025-11-19 07:23:54.350797,Warehouse_Staff,Online,East,WRONG_SEQUENCE
ORD-02834,Picking,,Warehouse_Staff,Online,North,MISSING_TIMESTAMP
ORD-02846,Packing,,Warehouse_Staff,Marketplace,North,MISSING_TIMESTAMP
ORD-02847,Picking,2025-07-06 11:53:37.967918,,Online,West,NULL_RESOURCE
ORD-02848,SAP Booking,2025-10-31 07:34:43.324293,,Online,Online,NULL_RESOURCE
ORD-02849,Warehouse Assignment,,WMS,Marketplace,West,MISSING_TIMESTAMP
ORD-02852,Picking,2025-10-12 22:29:41.537906,,ClickCollect,East,NULL_RESOURCE
ORD-02852,Store Assignment,,StoreSystem,ClickCollect,East,MISSING_TIMESTAMP
ORD-02862,Picking,2027-06-01 00:00:00.000000,Warehouse_Staff,Online,East,FUTURE_TIMESTAMP
ORD-02863,Delivery Confirmed,2025-08-20 11:33:30.529475,,Online,East,NULL_RESOURCE
ORD-02864,Dispatch,2025-06-13 12:21:50.002589,,Online,Online,NULL_RESOURCE
ORD-02870,SAP Booking,2025-12-26 21:28:14.619095,,Marketplace,South,NULL_RESOURCE
ORD-02870,Packing,,Warehouse_Staff,Marketplace,South,MISSING_TIMESTAMP
ORD-02878,Order Placed,2025-06-20 13:28:00.000000,Website,Online,Online,DUPLICATE_EVENT
ORD-02878,SAP Booking,2025-06-20 13:34:59.068818,SAP_EWM,Online,Online,DUPLICATE_EVENT
ORD-02878,Warehouse Assignment,2025-06-20 13:41:06.052273,WMS,Online,Online,DUPLICATE_EVENT
ORD-02878,Picking,2025-06-20 13:48:58.320846,Warehouse_Staff,Online,Online,DUPLICATE_EVENT
ORD-02878,Packing,2025-06-20 14:59:43.511379,Warehouse_Staff,Online,Online,DUPLICATE_EVENT
ORD-02878,Dispatch,2025-06-20 15:14:50.679730,Logistics,Online,Online,DUPLICATE_EVENT
ORD-02878,Delivery Confirmed,2025-06-20 15:21:06.703747,Carrier,Online,Online,DUPLICATE_EVENT
ORD-02878,Payment Confirmed,,PaymentGateway,Online,Online,MISSING_TIMESTAMP
ORD-02878,Payment Confirmed,,PaymentGateway,Online,Online,DUPLICATE_EVENT
ORD-02879,Packing,2027-06-01 00:00:00.000000,Warehouse_Staff,Online,North,FUTURE_TIMESTAMP
ORD-02882,Collected by Customer,,POS_Terminal,ClickCollect,East,MISSING_TIMESTAMP
ORD-02884,Packing,,Warehouse_Staff,Online,East,MISSING_TIMESTAMP
ORD-02890,Dispatch,2025-01-10 16:28:21.865423,,Online,Online,NULL_RESOURCE
ORD-02895,Delivery Confirmed,,Carrier,Online,West,MISSING_TIMESTAMP
ORD-02903,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,North,FUTURE_TIMESTAMP
ORD-02911,Warehouse Assignment,,WMS,Online,South,MISSING_TIMESTAMP
ORD-02913,Delivery Confirmed,,Carrier,Online,North,MISSING_TIMESTAMP
ORD-02915,Dispatch,,Logistics,Online,West,MISSING_TIMESTAMP
ORD-02917,Picking,2025-03-29 08:28:44.623507,,ClickCollect,Online,NULL_RESOURCE
ORD-02918,SAP Booking,2025-06-17 14:08:29.097529,,Online,South,NULL_RESOURCE
ORD-02921,Order Placed,2025-10-04 21:23:00.000000,,Online,South,NULL_RESOURCE
ORD-02922,Packing,2025-04-27 18:40:49.681996,,Online,North,NULL_RESOURCE
ORD-02925,Warehouse Assignment,,WMS,Online,North,MISSING_TIMESTAMP
ORD-02928,Payment Confirmed,2027-06-01 00:00:00.000000,PaymentGateway,Online,Online,FUTURE_TIMESTAMP
ORD-02930,Order Placed,2025-03-25 18:07:00.000000,Website,ClickCollect,East,DUPLICATE_EVENT
ORD-02930,Payment Confirmed,2025-03-25 18:10:23.626175,PaymentGateway,ClickCollect,East,DUPLICATE_EVENT
ORD-02930,SAP Booking,2025-03-25 18:13:13.148265,SAP_EWM,ClickCollect,East,DUPLICATE_EVENT
ORD-02930,Store Assignment,2025-03-25 18:24:27.816188,StoreSystem,ClickCollect,East,DUPLICATE_EVENT
ORD-02930,Picking,2025-03-25 18:29:11.636933,Store_Staff,ClickCollect,East,DUPLICATE_EVENT
ORD-02930,Ready for Collection,2025-03-25 20:22:24.060529,StoreSystem,ClickCollect,East,DUPLICATE_EVENT
ORD-02930,Collected by Customer,2025-03-25 20:26:11.120196,POS_Terminal,ClickCollect,East,DUPLICATE_EVENT
ORD-02931,Warehouse Assignment,2025-05-08 09:41:48.126557,,Online,Online,NULL_RESOURCE
ORD-02933,Order Placed,,Marketplace_API,Marketplace,North,MISSING_TIMESTAMP
ORD-02936,Delivery Confirmed,2027-06-01 00:00:00.000000,Carrier,Online,North,FUTURE_TIMESTAMP
ORD-02936,Dispatch,,,Online,North,NULL_RESOURCE
ORD-02943,Order Placed,2025-07-12 07:07:00.000000,Website,ClickCollect,West,DUPLICATE_EVENT
ORD-02943,Payment Confirmed,2025-07-12 07:11:17.873131,PaymentGateway,ClickCollect,West,DUPLICATE_EVENT
ORD-02943,SAP Booking,2025-07-12 07:12:45.163740,SAP_EWM,ClickCollect,West,DUPLICATE_EVENT
ORD-02943,Store Assignment,2025-07-12 07:17:53.378207,StoreSystem,ClickCollect,West,DUPLICATE_EVENT
ORD-02943,Picking,2025-07-12 07:20:12.544201,Store_Staff,ClickCollect,West,DUPLICATE_EVENT
ORD-02943,Ready for Collection,2025-07-12 08:50:50.415329,StoreSystem,ClickCollect,West,DUPLICATE_EVENT
ORD-02943,Collected by Customer,2025-07-12 08:54:44.535059,POS_Terminal,ClickCollect,West,DUPLICATE_EVENT
ORD-02948,Picking,,Warehouse_Staff,Online,Online,MISSING_TIMESTAMP
ORD-02962,Ready for Collection,2025-03-05 10:31:10.323192,,ClickCollect,Online,NULL_RESOURCE
ORD-02962,Collected by Customer,,POS_Terminal,ClickCollect,Online,MISSING_TIMESTAMP
ORD-02964,Dispatch,,Logistics,Online,Online,MISSING_TIMESTAMP
ORD-02966,Order Placed,2025-01-09 18:26:00.000000,Website,ClickCollect,West,DUPLICATE_EVENT
ORD-02966,Payment Confirmed,2025-01-09 18:30:40.506316,PaymentGateway,ClickCollect,West,DUPLICATE_EVENT
ORD-02966,SAP Booking,2025-01-09 18:31:47.808790,SAP_EWM,ClickCollect,West,DUPLICATE_EVENT
ORD-02966,Store Assignment,2025-01-09 18:45:41.908898,StoreSystem,ClickCollect,West,DUPLICATE_EVENT
ORD-02966,Picking,2025-01-09 18:49:47.567750,Store_Staff,ClickCollect,West,DUPLICATE_EVENT
ORD-02966,Ready for Collection,2025-01-09 19:38:58.655603,StoreSystem,ClickCollect,West,DUPLICATE_EVENT
ORD-02966,Collected by Customer,2025-01-09 19:43:41.631462,POS_Terminal,ClickCollect,West,DUPLICATE_EVENT
ORD-02967,Picking,2025-08-09 08:24:13.006384,,Online,North,NULL_RESOURCE
ORD-02972,Packing,,Warehouse_Staff,Online,South,MISSING_TIMESTAMP
ORD-02973,Payment Confirmed,2025-08-11 16:49:59.435399,,Online,East,NULL_RESOURCE
ORD-02973,Delivery Confirmed,2025-08-11 18:54:08.085560,,Online,East,NULL_RESOURCE
ORD-02984,Packing,,Warehouse_Staff,Marketplace,North,MISSING_TIMESTAMP
ORD-02985,SAP Booking,,SAP_EWM,ClickCollect,East,MISSING_TIMESTAMP
ORD-02986,Order Placed,,Website,ClickCollect,West,MISSING_TIMESTAMP
ORD-02989,Ready for Collection,2027-06-01 00:00:00.000000,StoreSystem,ClickCollect,West,FUTURE_TIMESTAMP
ORD-02991,SAP Booking,,SAP_EWM,Online,South,MISSING_TIMESTAMP
ORD-02991,Warehouse Assignment,,WMS,Online,South,MISSING_TIMESTAMP
ORD-02991,Delivery Confirmed,,Carrier,Online,South,MISSING_TIMESTAMP
ORD-02995,SAP Booking,,SAP_EWM,Online,Online,MISSING_TIMESTAMP
ORD-03002,Payment Confirmed,,PaymentGateway,Online,South,MISSING_TIMESTAMP
ORD-03003,Collected by Customer,,POS_Terminal,ClickCollect,West,MISSING_TIMESTAMP
ORD-03006,Delivery Confirmed,,Carrier,Online,South,MISSING_TIMESTAMP
ORD-03008,SAP Booking,2027-06-01 00:00:00.000000,SAP_EWM,Online,West,FUTURE_TIMESTAMP
